Float_0,Float_1,Float_2,Integer_3,Float_4,Integer_5,Float_6,String_7,FILE_IMG_8,FILE_IMG_9,FILE_DATA_10,FILE_IMG_11,FILE_DATA_12
96.6194029775,84.8415474458,15.8414618269,62,23.3045628802,91,53.3696177134,FAOcacR,img/img11.png,img/img11.png,abc.csv,img/img8.png,abc.csv
71.7912447823,12.542846546,,52,66.9149376766,17,22.9410704206,oOVBsAV,img/img1.png,,abc.csv,img/img5.png,abc.csv
24.9883821379,81.2665343099,,44,78.1899793975,38,71.7004988434,wwrLHod,img/img8.png,img/img11.png,abc.csv,img/img2.png,abc.csv
,79.9605977019,40.8627089368,7,NaN,55,88.9515042269,PztzYpi,img/img10.png,img/img10.png,abc.csv,img/img6.png,abc.csv
6.13779674137,59.4498469549,25.5598395286,46,NaN,23,NaN,qygrGCt,img/img16.png,img/img14.png,abc.csv,img/img11.png,abc.csv
67.7324817675,,73.7775763498,85,16.1976809722,93,59.4586910641,NEKfKNG,img/img16.png,img/img8.png,abc.csv,img/img4.png,abc.csv
38.8272866708,42.4996099121,44.0446519906,10,73.5125177959,57,65.7863764957,ZiFzovj,img/img9.png,img/img8.png,abc.csv,img/img1.png,abc.csv
0.527413140486,84.1595272748,50.9606894719,53,4.66682173488,46,43.7221698707,,img/img5.png,img/img13.png,abc.csv,img/img10.png,abc.csv
2.3331783819,23.6109544273,52.4495761001,82,45.4338735202,NaN,30.557567962,XNLGzOI,img/img16.png,img/img11.png,,img/img9.png,abc.csv
NaN,30.7115813409,56.3977464922,94,84.4248200787,NaN,56.3493282993,UXTmFzL,,img/img12.png,abc.csv,img/img14.png,abc.csv
62.0184755866,88.4310995435,46.2298926861,93,98.8260750018,3,89.1584335533,,img/img15.png,img/img1.png,abc.csv,img/img6.png,abc.csv
31.2809990925,8.82906772263,8.5018794939,39,1.98557643237,82,NaN,AAjPjQR,img/img3.png,,abc.csv,,abc.csv
53.9992752049,91.9854581402,39.9833161087,66,49.5003525904,20,NaN,UBACZsH,img/img10.png,img/img1.png,abc.csv,img/img8.png,abc.csv
90.9589483356,96.1457298602,86.6184732074,91,,24,48.9378717981,hKIQQro,img/img13.png,img/img10.png,abc.csv,img/img1.png,abc.csv
4.85120992807,69.3249154736,80.2179021577,68,97.7438658985,NaN,,phvuvdW,img/img16.png,img/img12.png,abc.csv,img/img5.png,abc.csv
58.7442361986,0.773475096181,94.7471565406,96,13.2043534025,,NaN,BfNvlJH,img/img3.png,img/img15.png,,img/img6.png,abc.csv
86.8399227281,13.8539028695,99.6464732568,71,22.7331423468,91,86.3074082464,KIwaWKO,img/img4.png,img/img10.png,abc.csv,img/img4.png,abc.csv
,73.0776253554,91.9351057816,32,5.41288720136,91,,pnJEDXq,img/img14.png,,abc.csv,img/img11.png,abc.csv
75.2476489585,41.1084554438,15.2595064748,84,27.2180073948,0,36.2952015194,oGlmHfw,img/img7.png,img/img13.png,abc.csv,img/img16.png,abc.csv
74.0326193486,6.5497795098,8.80630260037,82,NaN,31,74.3729585749,qpuSMIh,img/img9.png,img/img16.png,abc.csv,img/img5.png,abc.csv
,2.04485759833,32.1413054839,72,20.2998083393,46,77.4136326532,YMNfDBu,img/img10.png,img/img3.png,,img/img4.png,abc.csv
34.1588406419,31.6463677489,58.5890519756,40,83.0637179064,62,14.8071179369,FfKkzmU,img/img13.png,img/img3.png,abc.csv,img/img4.png,abc.csv
3.45326232962,NaN,14.7663889075,14,62.5771606591,80,99.8299029995,OQtQLTk,img/img8.png,img/img13.png,abc.csv,img/img14.png,abc.csv
45.114690055,49.6132261529,32.2190830706,89,81.2529855543,100,,,img/img5.png,img/img10.png,abc.csv,img/img5.png,abc.csv
35.5324485887,94.2746327975,,47,4.07526542466,94,67.584833149,DQYeJQP,img/img10.png,img/img2.png,abc.csv,img/img7.png,abc.csv
30.947257367,,NaN,41,NaN,21,75.125553505,NMcATYG,img/img9.png,img/img14.png,abc.csv,img/img9.png,abc.csv
35.8444331707,61.8567335747,46.7172638821,NaN,13.4223405051,28,49.795145164,mVFuOep,img/img8.png,img/img15.png,abc.csv,img/img2.png,abc.csv
66.5871597329,84.278542471,75.3706024003,43,82.0431491492,67,68.014065976,vokVrbT,img/img3.png,img/img10.png,,img/img7.png,abc.csv
65.3520925645,47.1333783893,97.4327045634,41,94.9845912816,94,86.0022759357,WmZuXrE,img/img6.png,img/img4.png,abc.csv,img/img5.png,abc.csv
59.6792501031,51.417666039,54.2786806945,32,44.2630171814,35,99.0748018625,agFDvdB,img/img1.png,img/img6.png,abc.csv,img/img14.png,abc.csv
99.1535881758,30.5473153252,10.1720410283,33,5.35318821145,38,98.6780037563,UghYmyl,img/img8.png,img/img13.png,abc.csv,img/img2.png,abc.csv
51.2694590146,2.29317408035,50.6835835585,,38.6973292599,80,24.9787049274,wAHTmVM,img/img15.png,img/img1.png,abc.csv,img/img8.png,abc.csv
47.2485131076,88.958925698,8.4307580871,2,67.0047929012,92,18.1201011926,KHDPMlk,img/img10.png,img/img7.png,abc.csv,img/img6.png,abc.csv
41.8415460258,94.6369233931,73.935987094,57,,47,32.0025367072,KRppJFB,img/img2.png,img/img3.png,abc.csv,img/img2.png,abc.csv
75.3049441052,40.0820011399,90.4672229886,80,94.3223201864,NaN,76.4801792099,DxNjcBJ,img/img7.png,img/img1.png,abc.csv,img/img9.png,abc.csv
76.2583649824,34.6424710358,53.6548218743,58,48.3127772199,32,69.9078326584,YrmpjoE,,img/img10.png,abc.csv,img/img1.png,abc.csv
94.0797331414,87.6958723499,22.1461023732,93,92.7640143332,6,4.69246414983,tBWuOcR,img/img3.png,img/img11.png,abc.csv,img/img9.png,
2.78351988788,37.4141481397,15.210231227,16,75.4790294106,39,42.6622292441,dylYevW,img/img14.png,img/img10.png,abc.csv,img/img14.png,abc.csv
8.04490446356,61.2326463831,34.1835917843,41,39.1074789262,94,NaN,EsDBgbm,img/img12.png,img/img6.png,abc.csv,img/img2.png,abc.csv
66.3353712312,57.1029008544,59.0226971393,NaN,93.655886772,91,95.5459398945,mBIikzv,img/img13.png,img/img6.png,abc.csv,img/img12.png,abc.csv
96.8365404347,15.251967364,84.8999603692,77,53.5607007743,,24.6032559132,lEfBqZb,img/img2.png,img/img14.png,abc.csv,img/img3.png,abc.csv
88.9588398218,20.179011882,73.1243502842,66,36.8215182988,4,43.8291815333,hXgeukV,img/img5.png,,abc.csv,img/img5.png,abc.csv
30.1959201982,10.5835012005,40.6599704198,NaN,44.964618176,36,82.5995224583,HhUpjQp,img/img7.png,img/img8.png,abc.csv,img/img14.png,abc.csv
89.4940435084,45.8565093536,59.0923832136,,NaN,,24.0146711242,neopLAq,img/img3.png,img/img12.png,abc.csv,img/img1.png,abc.csv
7.22588945412,3.53141666782,73.8893607542,48,91.2740260595,97,80.8281696786,tmVxSMM,img/img3.png,img/img9.png,abc.csv,img/img16.png,abc.csv
NaN,NaN,3.06198057949,69,76.5319315369,62,11.2576726355,CiRQCEQ,img/img14.png,img/img14.png,abc.csv,img/img11.png,abc.csv
NaN,23.8837167052,29.4268688339,99,5.9381419272,91,61.9466214922,PVDFDdK,img/img1.png,img/img16.png,abc.csv,img/img1.png,abc.csv
70.8341339178,,7.68116444678,84,72.4014956384,10,12.6337430725,YdvhZoe,img/img3.png,img/img6.png,abc.csv,img/img9.png,abc.csv
26.2359057089,33.3415813318,74.8966392049,39,52.7862293002,38,6.44621584802,JYjZODu,img/img9.png,img/img11.png,abc.csv,img/img16.png,abc.csv
52.5305131274,47.8586047485,46.9182310694,36,47.4196718646,17,32.2855786335,fVxPPCe,img/img9.png,img/img2.png,abc.csv,img/img10.png,abc.csv
38.2792124093,93.8657198303,53.6378747091,42,16.2094218284,66,31.2811299498,PsMDBKD,img/img10.png,img/img8.png,abc.csv,img/img2.png,abc.csv
72.1591050933,31.8374795278,54.2587146433,7,38.2851623602,59,33.7029075023,FtGkzPb,img/img6.png,img/img3.png,abc.csv,img/img3.png,abc.csv
33.7829428985,9.98759942607,52.1603237294,19,37.7355054898,42,73.8001408398,gkBrafB,img/img10.png,img/img10.png,,img/img9.png,abc.csv
10.0332704645,70.7027017642,76.4976411636,59,44.2792949683,99,72.1669350212,UWwUCHg,img/img6.png,img/img16.png,abc.csv,img/img16.png,abc.csv
80.0516985108,51.6458305296,64.3041419152,NaN,57.503389681,92,85.8321176534,,img/img12.png,img/img4.png,abc.csv,img/img16.png,abc.csv
,4.772615434,15.5057661371,82,9.98441174465,42,NaN,pkIPpsn,img/img5.png,,,img/img10.png,abc.csv
45.3233042765,,80.8077226818,15,77.3714024057,76,19.9252407784,hsqvKav,img/img12.png,img/img13.png,abc.csv,img/img3.png,abc.csv
36.2649412047,11.9989855534,13.9137932576,44,39.1489289217,57,87.0613033919,efywLXo,img/img13.png,img/img3.png,abc.csv,img/img10.png,abc.csv
72.5183196252,64.3072159036,23.2876091813,57,61.9347631736,9,67.8719913046,qhuJxwa,img/img4.png,img/img15.png,abc.csv,img/img2.png,abc.csv
42.9999214901,49.0127233025,98.8305583443,56,24.1405681297,4,92.3225135683,eGWqlaW,img/img7.png,img/img2.png,abc.csv,img/img9.png,abc.csv
,,67.5188257364,93,NaN,36,52.1925860971,aChRqUy,img/img5.png,img/img14.png,,img/img2.png,abc.csv
,74.7481278051,10.2377800507,,54.244678689,2,2.23739169587,GDwdxSE,img/img13.png,,abc.csv,img/img10.png,abc.csv
38.4259690189,41.1302090007,57.3536977188,60,45.4751325517,49,70.1148797848,mZTuhAd,img/img7.png,img/img3.png,,img/img13.png,abc.csv
81.2180238035,83.7802370052,58.0999957681,44,68.283843844,89,86.4117820876,ZYimgQg,img/img10.png,img/img16.png,abc.csv,img/img2.png,abc.csv
9.38547650628,NaN,25.0094301326,82,79.2992277225,64,63.6971965085,uHakruL,img/img1.png,img/img4.png,abc.csv,img/img7.png,abc.csv
82.619169854,35.5580068575,NaN,37,77.816139758,53,1.81506815654,zujxlzb,img/img12.png,img/img14.png,abc.csv,img/img14.png,abc.csv
10.7750920275,96.3031628386,50.8265031469,60,53.1174013687,47,52.1841981742,HOYoajM,img/img7.png,img/img15.png,abc.csv,img/img15.png,abc.csv
28.2277383347,58.011249404,,11,3.00389788099,85,98.5790380879,ROYTYVR,img/img7.png,img/img9.png,abc.csv,img/img11.png,abc.csv
67.8000897281,30.9900393416,13.7820495064,3,NaN,,68.0582405898,IsBuezb,img/img10.png,img/img16.png,abc.csv,img/img1.png,abc.csv
96.9530309561,0.0315105211142,82.354845875,94,92.8083663649,47,NaN,EwZVrLd,img/img15.png,img/img5.png,abc.csv,img/img8.png,abc.csv
12.348401136,NaN,61.6276226427,79,12.1872208499,42,96.3984756335,RMdWCOs,img/img8.png,img/img12.png,abc.csv,img/img5.png,abc.csv
42.9431523024,16.7027953365,10.4890723466,83,,22,14.9827229749,,img/img4.png,img/img14.png,abc.csv,img/img1.png,abc.csv
11.1309678064,96.7907417194,55.0610947769,,5.66459519261,62,13.2112861927,LoKKiEv,img/img7.png,img/img3.png,abc.csv,img/img9.png,abc.csv
74.3294688414,28.277436657,88.2634085946,30,29.6432682365,17,3.94927474466,ThatYBX,img/img15.png,img/img14.png,abc.csv,img/img7.png,abc.csv
88.265060913,67.3871669223,43.4589170521,81,30.6705775564,68,97.4960410117,zBkdhpI,img/img4.png,img/img9.png,abc.csv,img/img2.png,abc.csv
81.7516645311,86.6612180223,42.0683706343,67,23.4066022856,94,23.2775376198,akmZKRS,img/img3.png,img/img3.png,abc.csv,img/img10.png,abc.csv
2.11318772952,5.52218296454,10.8614669703,74,20.418200066,79,1.62441765402,mxKBrEt,img/img8.png,img/img16.png,abc.csv,img/img13.png,abc.csv
67.1694102527,39.9637103805,37.5607921433,29,11.7614882911,70,14.5649933451,IpTXADA,img/img7.png,img/img10.png,abc.csv,img/img12.png,abc.csv
99.7472626499,86.926160624,NaN,19,78.6812156323,NaN,31.7009324699,IvZDvpb,img/img3.png,img/img12.png,abc.csv,img/img11.png,abc.csv
39.4750505425,9.43284070297,71.6710400148,45,65.0271135905,14,47.0353296094,MrzImYy,img/img9.png,img/img15.png,abc.csv,img/img5.png,abc.csv
25.3096717955,12.2618426077,26.7738278901,10,,72,79.8466235361,XNENDVD,img/img16.png,img/img15.png,,img/img5.png,abc.csv
48.9621040992,37.7257579825,99.1967718063,53,54.8358690419,44,12.0104312744,brkZTZl,img/img16.png,img/img6.png,abc.csv,img/img5.png,abc.csv
34.5185434365,12.3212390276,48.9434695197,10,8.98641410431,,39.0365146564,fhYKzDW,img/img2.png,img/img7.png,abc.csv,,
NaN,55.1509746354,,85,12.2207020553,45,49.3528696788,wwHACiX,img/img12.png,img/img14.png,abc.csv,img/img8.png,abc.csv
29.548501668,82.8813392907,43.0972483854,31,3.70111613448,97,37.0045814328,TxALkZI,img/img11.png,img/img10.png,abc.csv,img/img4.png,abc.csv
4.24341283173,59.5548707241,48.5185434386,94,80.0764945159,NaN,51.1018726316,QFuGZRH,,img/img4.png,abc.csv,img/img7.png,abc.csv
76.3860703162,69.4982944672,,22,59.2237347489,11,48.7463017687,zDDnppm,,img/img5.png,abc.csv,img/img8.png,abc.csv
50.1004876904,63.4919824597,17.3684939428,76,29.5833653938,NaN,66.7001465968,CDBgYHg,img/img6.png,img/img8.png,abc.csv,img/img9.png,abc.csv
73.0148978963,57.4167650483,63.2646245581,53,21.7197782652,,52.6358712571,PtgjomD,img/img5.png,img/img6.png,abc.csv,img/img3.png,abc.csv
91.8540797417,74.490178741,90.4796496218,31,NaN,27,13.6825763113,FMdvxWm,img/img14.png,img/img12.png,abc.csv,,abc.csv
53.7513553013,83.7193566982,11.1217799197,NaN,79.2646806954,75,93.7998749501,HhQxmHw,img/img2.png,img/img14.png,abc.csv,img/img15.png,abc.csv
82.2903945814,37.2044139753,79.5318933631,94,40.3424838271,43,NaN,jbmsvwh,img/img5.png,img/img7.png,abc.csv,,abc.csv
41.0623517058,62.9569659982,77.5624342629,86,1.42280647466,9,,LRaAXHr,img/img13.png,img/img14.png,abc.csv,img/img4.png,abc.csv
33.577818968,51.3431721932,,34,45.4205760558,NaN,37.2455563463,nHBgbSO,img/img11.png,img/img15.png,abc.csv,img/img10.png,abc.csv
61.1550520466,,22.5120372905,,45.0443028892,97,82.3566233757,JAKcEhR,img/img7.png,img/img13.png,abc.csv,img/img16.png,abc.csv
40.5455090701,87.8340578684,41.7543207837,93,93.1288803875,71,NaN,,img/img7.png,img/img11.png,abc.csv,img/img15.png,abc.csv
86.4983142056,26.5680161617,76.1973919704,92,45.8901480428,98,,yvceDzy,img/img14.png,,abc.csv,img/img4.png,
7.22607508457,27.8056734169,73.4744015526,62,26.3800479001,16,19.6560923326,rQmkhRD,img/img15.png,img/img5.png,abc.csv,img/img5.png,abc.csv
8.15275066971,28.3672329119,36.0700362882,39,5.95095144887,49,7.11813552906,uvCYcBX,img/img12.png,img/img11.png,abc.csv,img/img8.png,abc.csv
0.270706495555,4.9625407972,97.3564290733,55,30.2413860805,17,22.898057762,BKzcklA,img/img6.png,img/img11.png,abc.csv,img/img3.png,abc.csv
49.3328731502,NaN,83.9901534663,37,70.8823807297,28,7.36514972051,WkBBppc,img/img2.png,img/img4.png,abc.csv,img/img8.png,abc.csv
21.6927433733,30.9983926291,23.3271921004,30,24.0618430606,23,14.995204456,qsfLseB,img/img11.png,img/img6.png,abc.csv,img/img14.png,abc.csv
17.505727414,9.20499256791,70.6615504405,,17.0345061692,80,59.601219744,staRmtS,img/img14.png,img/img9.png,abc.csv,img/img10.png,abc.csv
,22.5995137066,26.5868855973,43,41.8659947119,9,11.3875116682,QACemgS,img/img12.png,img/img7.png,,img/img14.png,abc.csv
79.9475745446,99.7692815633,46.4299657205,60,43.1444772238,44,NaN,sqSCwTW,img/img8.png,img/img7.png,abc.csv,img/img1.png,abc.csv
40.6820751137,,47.6297689402,59,2.83389209386,39,5.50295076492,LMANXQB,img/img14.png,img/img10.png,abc.csv,img/img5.png,abc.csv
30.8553476719,5.10316254094,48.7708769615,0,77.7973563457,54,53.7041083915,RMVsqWL,img/img14.png,img/img13.png,abc.csv,img/img15.png,abc.csv
54.8515819308,93.9502773353,79.885109276,64,69.2837983406,61,4.28447600684,NkjMpRC,img/img5.png,img/img2.png,abc.csv,img/img15.png,
25.6020359961,39.9058601074,42.856783602,73,,96,73.3567928198,HHarmyi,img/img16.png,img/img15.png,abc.csv,img/img9.png,abc.csv
74.5349500962,9.95891050871,10.2903257448,81,NaN,,,DhKAqgE,,img/img7.png,abc.csv,img/img4.png,
57.8380573321,85.0096654372,91.5791624881,3,40.7753278407,37,66.4570986577,zCluFxe,img/img3.png,img/img4.png,abc.csv,img/img5.png,abc.csv
66.519814737,43.6608988185,64.3111198283,55,23.7350518035,NaN,53.6306487295,xpgoNGm,img/img8.png,img/img9.png,abc.csv,img/img16.png,abc.csv
82.2992296129,8.27991201948,49.8669906464,46,74.5519901077,4,91.1757499644,yMxXjvN,img/img11.png,,abc.csv,img/img14.png,abc.csv
69.1094828736,58.806349596,NaN,100,19.2555015786,68,98.1194898572,ADixBvl,img/img13.png,img/img9.png,abc.csv,img/img3.png,abc.csv
74.8577604266,4.86100883072,39.7243872234,NaN,23.5046424791,62,73.5200076503,QjGMOBC,,img/img5.png,abc.csv,img/img9.png,abc.csv
44.427283711,83.5109192093,0.925764362479,1,16.1873319775,74,49.9741867401,wYaCkQL,img/img5.png,img/img5.png,abc.csv,img/img6.png,abc.csv
73.7499428458,21.5292523629,66.7837957895,59,NaN,37,36.1875510511,JjlGYmw,img/img15.png,img/img7.png,abc.csv,img/img15.png,abc.csv
60.6274940365,36.1109188528,96.0956319153,88,56.6665071916,80,57.6491572073,HfEyrDF,img/img1.png,img/img9.png,abc.csv,img/img8.png,abc.csv
26.3427998348,4.92804737653,39.2138372175,59,89.4454132327,72,70.7903243205,pYBYOyv,img/img14.png,img/img14.png,abc.csv,,abc.csv
8.20748865023,28.75050997,NaN,22,12.8924471363,42,65.2549210418,smbFXBV,img/img14.png,img/img9.png,abc.csv,img/img1.png,abc.csv
27.2241306596,24.5560401791,21.2726469094,50,54.6141518089,39,69.3099697688,iPuOEmy,img/img1.png,img/img11.png,abc.csv,img/img8.png,abc.csv
20.0715709368,45.6300677195,77.8914400987,80,24.6902201811,7,97.320480804,,img/img14.png,img/img15.png,abc.csv,img/img3.png,abc.csv
62.4350734613,84.5618556016,8.54980464631,86,60.3837555158,44,87.8695869637,JMgZqDO,img/img10.png,img/img6.png,abc.csv,img/img3.png,abc.csv
24.6969598026,28.7490776409,56.3546819848,83,91.2629965394,75,22.5251044135,xDfSCnM,img/img3.png,img/img13.png,abc.csv,img/img12.png,abc.csv
41.6917012807,,11.9527765075,10,38.444882394,98,7.2542566507,,img/img16.png,img/img12.png,abc.csv,img/img13.png,abc.csv
4.21010561714,NaN,67.3851690892,2,NaN,72,10.4422294756,WJtPeEG,img/img11.png,img/img10.png,abc.csv,img/img8.png,abc.csv
11.9545653511,60.1187124505,NaN,54,38.2481380394,71,14.411971118,ibwCLAJ,img/img15.png,img/img16.png,abc.csv,img/img16.png,abc.csv
8.46480999795,2.2980245505,NaN,92,NaN,99,97.3035673577,grUtucc,img/img7.png,img/img15.png,abc.csv,img/img11.png,abc.csv
79.2174013299,95.0455129767,27.1463936747,30,49.8227085709,100,43.2758130837,uvCUQiY,img/img15.png,img/img12.png,,img/img7.png,
85.9052759709,70.2791907745,25.0315909214,30,37.0395089676,31,69.8747583596,TtCcYXO,img/img2.png,img/img15.png,abc.csv,img/img5.png,abc.csv
10.5709111655,22.3507309557,7.34019854787,,94.9860696777,NaN,13.5356045321,CgIQPNK,img/img15.png,img/img11.png,abc.csv,img/img3.png,abc.csv
82.9401982867,,90.3296891322,47,3.04002726175,65,62.0381171583,dUqCJZU,,img/img4.png,abc.csv,img/img9.png,abc.csv
75.9856331814,8.10347795877,77.2764337751,42,28.1571296657,0,89.2745298901,ytfTFfD,img/img16.png,img/img9.png,abc.csv,img/img10.png,abc.csv
45.6016679002,31.8808718195,18.6092085187,55,3.43202426979,97,66.1611929446,BkwgrAi,img/img11.png,img/img16.png,abc.csv,img/img15.png,abc.csv
3.30284340778,87.5935027657,,83,99.3452074401,43,83.4330791765,NoYbDno,img/img7.png,img/img14.png,abc.csv,img/img4.png,abc.csv
38.8068618874,60.9121336356,22.3596907402,48,3.51630865898,70,77.5964617924,hywUTky,img/img14.png,img/img5.png,abc.csv,img/img12.png,
75.7377015438,12.6767394174,NaN,75,64.4053029534,63,52.4242915896,nHZYEgs,img/img10.png,img/img2.png,,img/img13.png,abc.csv
70.1258247364,96.2593790547,81.0746528463,63,35.4445032324,4,63.7176012133,yaNiVxv,img/img14.png,img/img10.png,abc.csv,img/img10.png,abc.csv
80.8770815169,6.59772245029,13.6880604936,45,78.7054698065,34,58.743795585,EurUdDS,img/img3.png,img/img15.png,abc.csv,img/img11.png,abc.csv
30.8603570204,97.5784128207,38.4086542874,63,26.4886479349,68,67.0291896321,,img/img6.png,img/img8.png,abc.csv,img/img7.png,abc.csv
36.2930235352,5.66174600158,67.5339840638,66,2.93354402629,NaN,41.5307186227,KlQIGzx,img/img7.png,img/img1.png,abc.csv,img/img12.png,abc.csv
76.3510155741,28.2393966155,NaN,87,NaN,100,4.05752941644,ZRZOEEa,img/img14.png,img/img2.png,abc.csv,img/img13.png,abc.csv
69.0972832697,73.124206397,57.1571256481,35,75.5011562322,22,41.4147082173,OTFWPMW,img/img12.png,,abc.csv,img/img11.png,abc.csv
,0.0576879694402,88.0222536758,12,7.15748508199,65,97.0134871024,pfhWfuG,img/img4.png,img/img3.png,abc.csv,,abc.csv
64.4054019692,54.0017622982,28.2073251855,11,94.1869630008,62,8.13376350736,ZZQncmQ,img/img6.png,img/img14.png,abc.csv,img/img11.png,abc.csv
34.7685659774,33.6585033326,77.2693909875,49,11.7001585389,35,56.1200498996,hBOTyOy,img/img4.png,,abc.csv,img/img3.png,abc.csv
97.3876290803,80.4279835605,33.6718688086,44,38.8063552209,21,9.36173731127,GcFRJuQ,img/img12.png,img/img6.png,abc.csv,,abc.csv
57.2371057021,6.59207763719,,32,,NaN,22.8929501527,OSJObKS,img/img11.png,img/img1.png,abc.csv,img/img6.png,abc.csv
64.2057177338,38.2195928378,91.4628444853,61,43.563776729,70,69.2194691181,bLRniJn,img/img5.png,img/img2.png,abc.csv,img/img4.png,abc.csv
58.6804040947,35.2836274203,77.1304663063,11,5.00513009781,,91.383675237,IIqapNh,img/img4.png,img/img13.png,abc.csv,img/img1.png,abc.csv
57.3017463086,94.0289624227,32.1780100032,NaN,68.0349329654,NaN,,vbvHRcJ,img/img4.png,img/img2.png,abc.csv,img/img6.png,abc.csv
73.4160394124,24.0821987687,27.5193747467,28,97.8910521088,75,62.4618897187,KbeHWTz,img/img5.png,img/img12.png,abc.csv,img/img9.png,abc.csv
65.5151230436,64.1811487237,88.5714069595,15,81.3883361318,39,NaN,uotGGej,img/img9.png,img/img13.png,abc.csv,img/img6.png,abc.csv
93.3219514725,,22.5315107075,7,92.1400486055,93,74.5985263966,NuBLjoC,img/img15.png,img/img4.png,abc.csv,img/img4.png,
,71.2629261938,94.6100289929,75,93.4191119553,62,41.6223618148,Cmbubuu,img/img14.png,img/img14.png,abc.csv,img/img11.png,abc.csv
12.0576209821,38.7254112372,55.5330048287,42,86.4209484932,72,54.957177553,QaTmaNz,,img/img6.png,abc.csv,img/img13.png,abc.csv
60.4484163858,84.5541191929,NaN,53,19.0325087251,84,77.0494207129,,img/img9.png,img/img14.png,abc.csv,img/img10.png,abc.csv
40.5133576834,13.8479900639,4.31692009743,36,54.2147094415,19,12.0650957552,ThzEcnd,img/img11.png,img/img11.png,abc.csv,img/img3.png,abc.csv
5.79016097189,48.0181024467,76.2482788175,91,17.3838352221,91,1.37208256674,lETmKjh,img/img4.png,img/img14.png,abc.csv,,abc.csv
40.1936379203,84.805367452,35.8337419178,66,42.7396492005,55,,rCjnMpC,img/img15.png,,abc.csv,img/img3.png,abc.csv
13.4419223953,67.00047027,NaN,86,66.3714589668,53,5.5607354059,hGSHTiB,img/img2.png,img/img3.png,abc.csv,img/img2.png,abc.csv
28.2375814891,18.7512733288,41.4641530233,NaN,83.546753333,,88.1875030189,TedZmdd,,img/img1.png,abc.csv,img/img16.png,abc.csv
48.4007859983,64.2651076249,97.5833651861,1,32.3269517627,42,49.1505217457,wISVICy,img/img8.png,img/img4.png,abc.csv,img/img6.png,abc.csv
1.21577512412,34.5744375773,11.2318316753,55,38.7550127215,79,64.0445629552,ifujYHw,img/img15.png,img/img10.png,abc.csv,img/img3.png,abc.csv
6.38721514245,41.1862655767,NaN,,,3,75.1312379766,zoRqqMB,img/img4.png,img/img5.png,abc.csv,img/img1.png,abc.csv
16.8440204677,74.6781805931,NaN,,52.4470869069,49,90.2094376375,qxatHWq,img/img3.png,img/img5.png,abc.csv,img/img3.png,abc.csv
6.29756524047,30.9588965779,17.6081676972,50,NaN,43,91.0305387355,BzJGhnA,img/img12.png,img/img1.png,abc.csv,img/img13.png,abc.csv
65.5341942484,71.8654400269,29.6774473387,21,13.1081592185,32,9.31271891008,cVqHtXt,img/img7.png,img/img1.png,abc.csv,img/img9.png,abc.csv
,75.5512531505,NaN,37,9.98364927499,45,9.11845128676,aJxyiSj,img/img4.png,img/img4.png,abc.csv,img/img3.png,abc.csv
17.0301148277,,9.20702101612,48,96.3773294206,43,86.6618114693,xvHCmrW,img/img14.png,img/img16.png,abc.csv,img/img15.png,abc.csv
12.3416957069,72.4850181603,,12,21.4368302666,8,1.87935924896,FScbdcK,img/img16.png,img/img12.png,abc.csv,img/img1.png,abc.csv
54.9596385994,58.7948677035,91.4627077072,32,48.4764039889,6,50.4869051384,oZHGAOy,img/img7.png,img/img11.png,abc.csv,img/img2.png,abc.csv
16.4668816753,19.7716703797,52.7740310048,15,39.668854212,58,25.1748527677,bxGppNj,img/img6.png,img/img11.png,abc.csv,img/img14.png,abc.csv
28.3646561936,43.4058196679,NaN,20,33.401792625,58,14.3980697895,DEFbLUE,img/img8.png,img/img4.png,abc.csv,img/img16.png,abc.csv
56.4936660891,NaN,76.6838179473,99,NaN,60,50.9829123635,iFKOlzA,img/img11.png,img/img1.png,abc.csv,img/img14.png,abc.csv
46.1539909511,95.5788262203,30.0598839661,66,19.5983987854,53,84.4292265449,njTxtya,img/img14.png,img/img13.png,abc.csv,img/img7.png,
29.2719977153,67.3824022266,5.2873246028,NaN,44.5028889471,72,48.4795667708,rsBoIsR,img/img15.png,img/img15.png,abc.csv,img/img4.png,abc.csv
69.8872629818,38.2652165946,6.11173202534,100,73.7650071561,4,26.687215813,,img/img1.png,img/img14.png,abc.csv,,abc.csv
26.8929353727,44.4258617501,23.1643324743,52,27.3069934748,87,77.9282674664,,img/img12.png,img/img8.png,abc.csv,img/img11.png,
,24.5811304168,52.1135555129,50,74.8050453513,8,85.0881839836,HoZucCm,img/img10.png,img/img5.png,abc.csv,img/img9.png,abc.csv
53.5274841514,20.180944458,10.9898281758,79,82.0344440782,45,66.3411381319,,img/img9.png,img/img1.png,abc.csv,img/img13.png,abc.csv
48.8192789823,50.9215082183,6.76652686113,84,,,NaN,xFaXCDX,img/img3.png,img/img12.png,abc.csv,img/img12.png,abc.csv
16.7841769433,26.5120591349,68.5038958229,24,29.1182891901,41,74.1597054255,cpgtTWa,img/img5.png,,abc.csv,img/img10.png,abc.csv
51.7896095605,18.3627963081,91.5899216967,NaN,47.0935223251,52,66.7211336437,zZUyTMM,img/img8.png,img/img13.png,abc.csv,img/img3.png,abc.csv
27.4708671526,21.0025041677,72.1863847939,22,NaN,8,93.7426393966,ULYZlUV,img/img10.png,,abc.csv,img/img15.png,abc.csv
